Id,log_price,log_total_sf,has_2nd,has_bsmt,has_garage,has_pool,has_central_air,has_fireplace,house_age,remod_age,total_porch_sf,OverallQual,OverallCond,GarageCars,LotFrontage,year_price,neighbor_weight,MSSubClass_150,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,ExterCond_Fa,ExterCond_Gd,ExterCond_Po,ExterCond_TA,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_TA,BsmtCond_Gd,BsmtCond_Po,BsmtCond_TA,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,Utilities_NoSeWa,Utilities_None,PoolQC_Fa,PoolQC_Gd,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_None,Functional_Sev,Functional_Typ,GarageQual_Fa,GarageQual_Gd,GarageQual_Po,GarageQual_TA,GarageCond_Fa,GarageCond_Gd,GarageCond_Po,GarageCond_TA
11,11.771436160121729,7.640123172695364,0,1,1,0,1,0,43,43,0,5,5,1.0,70.0,152061.8722222222,-0.6423515645075161,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
12,12.751299696013497,8.160232492367689,1,1,1,0,1,1,1,0,21,9,5,3.0,85.0,234915.0871160143,1.731713459407749,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
13,11.877568578558138,7.508787170634276,0,1,1,0,1,0,46,46,176,5,6,1.0,0.0,150486.99843358394,-0.6423515645075161,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
14,12.540757571577291,8.002359546252707,0,1,1,0,1,1,1,0,33,7,5,3.0,91.0,259203.19764741528,0.39247717220266787,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
15,11.964001084330445,7.826443135456014,0,1,1,0,1,1,48,48,389,6,5,1.0,0.0,148888.40163871218,-0.47610512824902335,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
16,11.790557201568507,7.430114138561801,0,1,1,0,1,0,78,6,112,7,8,2.0,51.0,120292.53968253969,-1.0294588048578504,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
17,11.911701584927597,7.60489448081162,0,1,1,0,1,1,40,40,0,6,7,2.0,0.0,146767.71585733106,-0.47610512824902335,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
18,11.407564949312402,7.16703787691222,0,0,1,0,1,0,39,39,0,4,5,2.0,72.0,156362.70912698415,-0.6423515645075161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
19,11.976659481202368,7.708859601047175,0,1,1,0,1,0,4,4,102,5,5,2.0,66.0,229216.45322071706,0.17811488445133122,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
20,11.842229212112828,7.769800996003896,0,1,1,0,1,0,51,44,0,5,6,1.0,70.0,148924.65772893775,-0.47610512824902335,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
21,12.692503112461443,8.170185652879642,1,1,1,0,1,1,1,0,154,8,5,3.0,101.0,234915.0871160143,1.731713459407749,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
22,11.845102777308561,7.4645098346365275,0,1,1,0,1,1,77,57,205,7,7,1.0,57.0,150430.90634920634,-1.7136305249647916,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
23,12.345834587905333,8.18088094199639,0,1,1,0,1,1,6,6,159,8,5,2.0,75.0,223604.5063768116,0.39247717220266787,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
24,11.77452020265869,7.649692623711514,0,1,1,0,1,1,31,31,110,5,7,2.0,44.0,166794.83143939395,-1.6324329813771061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
25,11.944707881395766,7.659171367666058,0,1,1,0,1,1,42,9,90,5,8,1.0,0.0,152669.10079365078,-0.6423515645075161,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
26,12.454103912352162,8.060224240440958,0,1,1,0,1,1,2,2,56,8,5,3.0,110.0,270977.6532029708,1.731713459407749,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
27,11.811547477460344,7.495541943884256,0,1,1,0,1,0,59,10,32,5,7,2.0,60.0,126577.15333333335,-0.47610512824902335,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
28,12.631340380934517,8.133880887949207,0,1,1,0,1,1,3,2,50,8,5,3.0,98.0,270977.6532029708,1.731713459407749,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
29,12.24288661865289,8.03398273468322,0,1,1,0,1,1,49,9,258,5,6,1.0,47.0,143518.09522893775,-0.47610512824902335,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
30,11.134589024250317,6.946975992135418,0,1,1,0,0,0,81,58,87,4,6,1.0,60.0,124911.7757936508,-1.0294588048578504,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
31,10.596634733096073,7.583756300707112,1,1,1,0,0,0,88,58,226,4,4,1.0,50.0,138041.78571428574,-1.7136305249647916,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
32,11.914047823644255,7.806289289267033,0,1,1,0,1,0,42,2,65,5,6,1.0,0.0,156596.2472222222,-0.6423515645075161,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
33,12.100156419938624,7.811163385025279,0,1,1,0,1,0,1,1,30,8,5,2.0,85.0,270977.6532029708,0.39247717220266787,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
34,12.016726473799254,8.038512020976814,0,1,1,0,1,1,51,51,38,5,5,2.0,70.0,149731.8005860806,-0.47610512824902335,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
35,12.533576212168626,8.046229101075378,0,1,1,0,1,1,2,2,47,9,5,2.0,60.0,234915.0871160143,1.731713459407749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
36,12.641096555879882,8.18004072349016,1,1,1,0,1,1,2,1,32,8,5,3.0,108.0,229216.45322071706,1.731713459407749,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
37,11.884489021402711,7.693481640835175,0,1,1,0,1,0,15,14,64,5,5,2.0,112.0,241140.11000502767,0.39247717220266787,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
38,11.938193200374572,7.860956364876389,0,1,1,0,1,1,55,19,0,5,6,2.0,74.0,133341.96702380953,-0.47610512824902335,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
39,11.59910316121128,7.656337166430183,0,1,1,0,1,0,57,3,52,5,7,1.0,68.0,133499.82416666666,-0.47610512824902335,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
40,11.314474526246391,7.049254841255837,0,0,0,0,0,0,53,53,0,4,5,0.0,65.0,141254.06702380953,-0.9337105223835053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
41,11.982929094215963,7.788211557847076,0,1,1,0,1,1,41,41,138,6,5,2.0,84.0,152061.8722222222,-0.47610512824902335,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
42,12.043553716032399,7.8928255262511176,0,1,1,0,1,1,48,48,104,5,6,1.0,115.0,149731.8005860806,0.9796115678726318,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
43,11.877568578558138,7.452402451223638,0,1,1,0,1,0,24,24,0,5,7,2.0,0.0,183838.22222222222,0.17811488445133122,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
44,11.777210959615614,7.53689712956617,0,1,1,0,1,0,33,28,0,5,6,1.0,0.0,162482.33143939395,0.39247717220266787,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
45,11.856515169360305,7.7406644019172415,0,1,1,0,1,0,47,47,0,5,6,1.0,70.0,149731.8005860806,-0.47610512824902335,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
46,12.675763725937609,8.161660452056282,0,1,1,0,1,1,5,5,82,9,5,2.0,61.0,234915.0871160143,1.731713459407749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
47,12.387085012375499,8.183955717304954,1,1,1,0,1,1,6,6,241,7,5,2.0,48.0,227387.36366847827,-0.28245569972752177,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
48,12.428015476267865,8.10530751550515,0,1,1,0,1,0,1,1,146,8,5,3.0,84.0,259203.19764741528,0.7828563712623556,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
49,11.635143097694478,7.690743163541872,1,1,0,0,1,0,89,1,102,4,5,0.0,33.0,138041.78571428574,-0.958532470213485,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50,11.751942365440728,7.554858521040676,0,1,1,0,1,0,41,41,0,5,7,1.0,66.0,156596.2472222222,-0.6423515645075161,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
51,12.083905011555967,7.724888439323074,1,1,1,0,1,0,10,10,75,6,6,2.0,0.0,233469.36622222225,0.36944593594471153,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
52,11.648330101976432,7.397561535524052,0,1,1,0,1,1,72,56,0,6,6,2.0,52.0,175949.47777777776,-1.0294588048578504,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
53,11.608235644774552,7.397561535524052,0,1,1,0,0,0,47,47,0,5,5,2.0,110.0,148800.19010025062,-1.7136305249647916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
54,12.86099861326992,8.211754397375197,0,1,1,0,1,1,25,19,72,9,5,3.0,68.0,176975.3777777778,0.9229606353397185,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
55,11.77528972943772,7.463936604468925,0,1,1,0,1,1,52,52,50,5,5,2.0,60.0,141254.06702380953,-0.47610512824902335,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
56,12.103486056755072,7.955074273262696,0,1,1,0,1,1,44,44,407,6,5,2.0,100.0,152742.7932748538,-0.47610512824902335,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
57,12.058152515453552,7.904334842085095,1,1,1,0,1,0,10,9,0,8,5,2.0,24.0,219877.27733333333,0.7828563712623556,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
58,12.188417710291453,7.855544677915663,1,1,1,0,1,0,2,2,70,7,5,2.0,89.0,229216.45322071706,0.39247717220266787,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
59,12.991753427493052,8.379079889286603,1,1,1,0,1,1,0,0,37,10,5,3.0,66.0,259203.19764741528,1.6320272206060864,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
60,11.73526869611367,7.352441100243583,0,1,1,0,1,0,36,36,0,5,7,1.0,60.0,145897.5872859025,0.39247717220266787,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
61,11.970350312009105,7.7475968386928855,0,1,1,0,1,0,2,2,50,6,5,2.0,63.0,229216.45322071706,0.17811488445133122,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
62,11.522875795823397,7.403061091090091,1,1,1,0,0,0,87,11,144,5,7,1.0,60.0,138041.78571428574,-1.7136305249647916,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
63,12.218495165528731,7.9157131993821155,0,1,1,0,1,1,1,1,49,8,5,2.0,44.0,259203.19764741528,1.731713459407749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
64,11.84939770159144,7.734558844354756,1,1,1,0,1,0,89,60,75,7,6,2.0,50.0,135443.21428571426,-0.958532470213485,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
65,12.299107511497363,8.036249942132116,1,1,1,0,1,0,12,11,36,7,5,2.0,0.0,233469.36622222225,0.39247717220266787,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
66,12.666657052859417,8.193123721512068,1,1,1,0,1,1,3,2,151,8,5,3.0,76.0,229216.45322071706,1.731713459407749,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
67,12.100712129872347,8.331827004436057,0,1,1,0,1,1,40,21,0,7,5,2.0,0.0,146767.71585733106,-0.47610512824902335,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
68,12.328290278254423,7.983440063006542,0,1,1,0,1,0,4,4,29,7,5,2.0,72.0,227387.36366847827,0.39247717220266787,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
69,11.289781913656018,7.309212365692763,0,1,1,0,1,0,65,60,0,4,6,1.0,47.0,131200.0,-0.958532470213485,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
70,12.323855681186558,8.186185994226083,1,1,1,0,1,1,53,53,135,7,4,2.0,81.0,133499.82416666666,0.6165562615551607,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
71,12.404923504275338,8.399760094524142,0,1,1,0,1,1,34,34,0,7,6,2.0,95.0,150821.75395256915,-0.47610512824902335,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
72,11.771436160121729,7.432483807917119,0,1,1,0,1,0,25,1,0,4,6,2.0,69.0,178518.22222222222,-0.28245569972752177,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
73,12.128111104060462,7.843848638152472,1,1,1,0,1,1,11,11,385,7,5,2.0,74.0,223183.81066666666,0.36944593594471153,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
